total_orders,avg_order_value,days_since_last_purchase,cart_abandon_count,product_category,return_rate,discount_usage_rate,acquisition_channel,tenure_days,churn
5,60.37288761404488,140.43231343565012,2,Fashion,0.15808185065550082,0.4090987344851369,Email,849,1
9,28.95510400210031,13.060693668894737,0,Books,0.3025632201598265,0.5274076338833703,Organic,1157,0
10,88.564957082053,214.01877621609435,3,Beauty,0.19572812737206208,0.41682249647551767,Referral,133,1
9,23.803670860973746,99.69227399914162,1,Beauty,0.23887276078821135,0.3492210307227177,Email,1495,0
9,20.982831340837357,127.95605472296533,3,Beauty,0.18062098222702325,0.18364933930685395,Organic,107,1
10,33.55794128778117,159.08090476919762,4,Books,0.11681913403216324,0.5033898360717991,Referral,828,1
8,71.64633250354832,83.96063556549609,3,Sports,0.2920757601937721,0.4806856287160226,Email,1296,0
12,40.4315539912922,93.2912542483149,1,Books,0.14163974733912632,0.18629577304386852,Paid Search,629,0
11,35.97542666200411,34.5558099417194,3,Sports,0.3460927690362872,0.3094592267052029,Organic,1661,0
11,17.358647232678777,42.85614939321125,1,Home & Garden,0.08523448330084811,0.183512273459964,Email,1378,0
10,15.433600867187746,161.72470827918505,1,Fashion,0.44663913872327254,0.2190609225457127,Paid Search,778,1
7,71.70931028242153,28.51360225615651,1,Electronics,0.11818202193746705,0.5491311927743928,Organic,336,0
6,77.99727438423204,2.571135312838748,3,Electronics,0.07892249322339719,0.2549005507658381,Email,80,0
10,76.01084994608729,86.31955957664219,0,Home & Garden,0.17065008082546626,0.6033804806084854,Organic,1463,0
7,62.354786932055816,51.08041282241703,2,Beauty,0.1437543793808676,0.1628220612795125,Social Media,355,0
6,47.33326917000962,101.2037522850618,0,Sports,0.3819879761278401,0.3995548408730465,Paid Search,492,1
9,46.75717152003561,4.713460981831816,3,Beauty,0.09590080308859715,0.3055684863805637,Referral,19,0
10,36.85069928022612,58.249882403406836,5,Fashion,0.224091441853344,0.40228179220745885,Referral,34,1
13,51.91759415298987,17.077675505951934,2,Sports,0.34307850394490114,0.6056824697981525,Organic,421,0
9,32.02918422288598,140.14902940204746,1,Sports,0.10122152840832316,0.1469315504966203,Organic,1593,0
15,51.80138064030528,6.985957804442193,3,Home & Garden,0.04656312139420522,0.49088633105705903,Social Media,1425,0
4,68.99595283849273,111.11704791309111,2,Home & Garden,0.03868250223828793,0.1694789089837006,Paid Search,1405,0
7,12.107070649696775,5.563392364641012,2,Books,0.1682338882481146,0.32572403112087406,Organic,1509,0
9,79.60294819583117,1.5250598856962903,2,Home & Garden,0.2160005977016544,0.4378654092464566,Referral,341,0
11,31.618763240942933,16.077428070159034,3,Books,0.39546210438065615,0.3183114286931492,Paid Search,1786,0
5,106.33132077434824,24.301920797837308,4,Beauty,0.1535393608926087,0.06186468782692947,Paid Search,424,0
7,91.50310949620922,59.094858620398,1,Beauty,0.0582143963694358,0.7406618555999785,Social Media,274,0
10,14.518133088990798,8.474779829970352,1,Electronics,0.048203583070002866,0.35384923545391495,Organic,538,0
8,33.13227498253394,34.50371101899849,3,Books,0.15814410116806624,0.6730889779349782,Paid Search,968,0
12,10.0,13.709238384210487,0,Books,0.4356569167435383,0.4851285046145749,Social Media,227,0
12,24.316093502235837,115.98693601930795,3,Beauty,0.1499236857310454,0.0676177413305396,Referral,1348,0
9,44.017693852609554,2.760532134497673,1,Electronics,0.06925991951469186,0.5037515594865167,Social Media,678,0
11,65.2067797008416,26.397591591844304,0,Fashion,0.20520494260305702,0.14018669756513763,Social Media,1037,0
9,35.00142922665949,59.87837496028412,1,Sports,0.25010640792367916,0.5900438428215128,Social Media,1340,0
6,47.1912108435823,146.57167290805586,0,Beauty,0.28312520684692566,0.10545877466596595,Organic,1646,0
6,18.878997846908135,121.49421177363554,0,Sports,0.14549641961557178,0.3996018057004539,Social Media,1495,0
13,32.615399440987645,135.33751017143408,2,Home & Garden,0.03497860506885699,0.5294572644490161,Referral,981,0
8,20.65326204826774,3.894926325436461,2,Home & Garden,0.24222474447264916,0.3063208286367932,Paid Search,1808,0
14,41.51466558451616,110.30211365316782,1,Fashion,0.19046595695142918,0.07813105996391985,Email,967,0
7,100.66340283257267,90.8238264783853,0,Home & Garden,0.18606521309952964,0.543668370331274,Organic,978,0
8,31.640901373858295,139.6321268109998,4,Sports,0.3614311303623285,0.23206239531828324,Email,290,1
13,11.057664981903839,22.401044401092573,1,Beauty,0.18060516591808762,0.3353861744325767,Social Media,272,0
9,38.745747426462344,145.6651664233902,3,Beauty,0.13815046281242457,0.5938611619468185,Organic,308,1
13,58.22696696818085,30.914228923573262,1,Books,0.2506861827591942,0.1994168839626359,Referral,1080,0
4,15.888234173202507,60.32366085020376,0,Books,0.14777250980846962,0.42174329368470154,Email,758,0
10,89.43149597684753,33.1175049121119,0,Home & Garden,0.26156639077641836,0.10608502543133623,Paid Search,704,0
7,20.55138883356959,33.48011066673357,1,Sports,0.1864604023317554,0.4226146698093739,Referral,233,0
7,18.02593990904519,47.4637314804893,2,Beauty,0.15432762275397252,0.1355205204884115,Referral,696,0
9,10.0,26.396565264987778,1,Electronics,0.27695485766662065,0.4634300639300415,Email,690,0
9,41.060210601756154,94.42600398648598,2,Electronics,0.26852418446418497,0.5458215401392555,Paid Search,1133,0
7,141.56984727112425,60.24812224193131,2,Beauty,0.1816084161603927,0.45492578831076536,Organic,709,0
6,44.40712961945448,70.22372554218252,2,Beauty,0.10331089469044073,0.5443221026247048,Referral,764,0
10,18.405572448639166,15.762573861895925,1,Beauty,0.22994481439875963,0.3165798437229668,Organic,498,0
12,49.92759610536105,209.55000731253097,3,Books,0.07993843783378551,0.33476510538547366,Referral,240,1
8,62.820567188359654,64.7596638103661,1,Sports,0.04611345617377059,0.6001177033935943,Social Media,548,0
10,83.80831154252407,13.178670645947246,2,Beauty,0.14976738962793104,0.595894133878055,Referral,79,0
5,12.329789798250907,83.29543561383623,0,Books,0.3893462075994626,0.19853764905376647,Organic,372,1
5,114.71465866735227,11.44886659937393,5,Sports,0.33585779906056235,0.406485303220802,Paid Search,593,1
7,39.28162533416981,3.928971376068654,3,Beauty,0.27599573202247096,0.4284002908534828,Email,266,1
5,134.63341585124965,44.98983276901464,6,Electronics,0.12692874465332318,0.2326196211917013,Paid Search,1213,0
11,37.50486174445943,48.382171730675275,1,Beauty,0.13997100090524178,0.5361276324865075,Referral,513,0
11,52.53136550771313,12.566686670465979,1,Home & Garden,0.26117750740415563,0.4249006761965946,Organic,1123,0
10,15.503993826688756,25.69752533528679,1,Fashion,0.10822335085954794,0.4030737363626195,Social Media,1175,0
16,72.8113996831555,174.87048183265583,0,Home & Garden,0.14751929373896572,0.6440179142190561,Paid Search,816,0
8,13.991774455909926,20.128635402025814,4,Sports,0.02480731810584342,0.7086781301323974,Social Media,820,0
14,41.05952789467013,10.145468337280791,0,Books,0.27084654131033437,0.3059320462850936,Email,1061,0
6,23.46636640756574,294.068863576937,2,Books,0.08963312567681882,0.3793470726112992,Social Media,479,1
11,30.861705027686277,21.598440195368525,4,Electronics,0.14322718907882537,0.14888688794158875,Email,39,0
8,78.89988883016719,68.41363956871899,3,Beauty,0.30655212538399673,0.522861288459444,Social Media,1177,0
12,24.927758754499457,15.803581760141656,2,Electronics,0.3548638101291572,0.3371785660214915,Referral,1110,0
8,80.20132134160198,47.92662354774746,1,Home & Garden,0.07440229383033486,0.10732695527196463,Social Media,869,0
11,23.913167342927238,29.293183074424352,2,Beauty,0.1559761629195511,0.5881920014284682,Paid Search,1598,0
10,36.77156264094802,195.5494734717873,2,Home & Garden,0.014427172071239454,0.313516268322622,Paid Search,928,0
13,184.90711476511896,34.02321965542752,1,Fashion,0.026161901797296966,0.30643253486781064,Paid Search,554,0
6,36.50238470187545,52.64932910283052,2,Sports,0.18600291156794777,0.5408164525167224,Email,1302,0
7,31.165431804802495,173.77088324175534,2,Home & Garden,0.1565759672146465,0.5000998834560962,Email,1756,0
9,37.038500031904064,271.88340713825556,0,Home & Garden,0.24274047892690329,0.2561398680269513,Referral,1345,1
12,25.426714724952223,6.432290523291861,0,Electronics,0.20490419165914103,0.44966361359284995,Email,1658,0
6,14.863603966547164,107.86208157604447,5,Beauty,0.04350222845582665,0.2575136828813275,Referral,206,1
7,171.9697439722689,28.887320472856857,1,Sports,0.24193836241391467,0.4421100918816841,Social Media,221,0
8,23.92539907916549,54.20672121913664,7,Electronics,0.11293244256617374,0.2640529052212474,Organic,283,1
11,10.0,28.204833511986607,1,Fashion,0.18871724987785676,0.28506272197620436,Paid Search,1283,0
8,29.244013104948664,30.761261946642207,4,Home & Garden,0.30405683442825776,0.25692767423803,Paid Search,711,0
9,44.057634450386516,10.37965410014709,2,Beauty,0.13347946795711985,0.4176710215308523,Referral,872,0
10,28.04368622634404,51.025468770134545,0,Home & Garden,0.16912210179773002,0.5562852088285102,Email,478,0
8,31.848959780514445,47.47417794712335,4,Home & Garden,0.2884562864244365,0.3651272069099378,Social Media,1343,0
8,29.045909719196132,12.595561477508083,2,Books,0.0913495137892503,0.2845176587682173,Referral,1542,0
9,46.5454583582575,46.81786114645435,2,Sports,0.27374386980444365,0.1847735391443,Paid Search,293,1
12,63.763586719837214,216.9419388665536,1,Electronics,0.39139960038297705,0.25484584361706336,Referral,352,1
13,28.389767962024326,75.19158878981533,0,Electronics,0.06137088291789074,0.49165635131768237,Organic,620,0
9,262.8851063304709,39.349067549712274,1,Electronics,0.12217471860362707,0.6676157101088245,Organic,512,0
12,76.1506271578374,148.6763285190183,3,Fashion,0.18317860826499133,0.2853039152089098,Organic,970,0
6,32.97120822314671,51.384362766499066,2,Books,0.2335551902131957,0.35775974636121205,Social Media,1373,0
11,11.533459066644209,8.704875806916547,4,Fashion,0.2490193333077838,0.3141117232134741,Organic,1447,0
10,36.28549693420093,47.57933023211731,0,Sports,0.15186777021252193,0.6342950358635983,Social Media,381,0
10,63.50435707952431,11.97830216980398,0,Electronics,0.1739316171443855,0.3988104062894677,Referral,321,0
8,63.894937861089836,87.53315195935492,3,Electronics,0.18669515366062706,0.20587291631754126,Social Media,664,0
10,10.0,204.99245537364968,1,Electronics,0.03727917072453413,0.20910094937022172,Paid Search,270,1
13,36.317120198716445,26.854017578704088,4,Home & Garden,0.4069849228683796,0.27910189357673265,Email,168,1
8,22.545390739753206,34.247052809165055,3,Home & Garden,0.20316272718332676,0.31388478030906114,Organic,443,0
11,109.70083018322465,32.838637494863136,3,Beauty,0.08284621006170649,0.37888523171013977,Email,719,0
8,36.55958579107894,20.153542253320936,1,Electronics,0.019852685982038796,0.26432432905805,Referral,1073,0
5,10.0,94.8451864759812,5,Electronics,0.2532699836103428,0.26418506126807145,Social Media,1320,0
10,44.463187468889664,57.69742513909894,1,Home & Garden,0.2752056969404172,0.05084589260550055,Social Media,407,0
5,10.0,3.971693167999753,1,Fashion,0.22595157896028942,0.39223317364537874,Email,1494,0
8,47.46975031647585,109.50892492996834,2,Books,0.18837161139255965,0.26735096912309414,Referral,62,1
16,262.3707537915258,12.42796204363999,0,Fashion,0.1056390199284501,0.5792170870563877,Email,810,0
11,98.32486290777072,232.2274229852066,1,Books,0.08122817822689478,0.40046542110248873,Paid Search,1155,0
6,40.733967011585555,28.360091907807355,1,Home & Garden,0.14869807258385584,0.4687280161209186,Organic,532,0
8,19.53937571802638,57.49706211718888,0,Beauty,0.06506339825841471,0.43318804073982187,Organic,1248,0
4,91.77429288476853,4.861126260346335,5,Beauty,0.13944249684902074,0.5707739008740566,Social Media,1582,0
4,55.075904729850166,25.35636545986597,4,Electronics,0.39822980102582217,0.17611488251994895,Referral,164,1
9,26.7498152437775,97.27665069018215,0,Electronics,0.09144161003813167,0.35245854173859575,Referral,935,0
10,21.52020582501398,38.914352434791944,1,Electronics,0.09953618425814788,0.3817178208570194,Social Media,35,0
9,16.03235438253344,140.9827929798659,2,Fashion,0.16943267532973255,0.23503281225521405,Referral,510,1
5,44.68988372561829,51.35951440635989,3,Electronics,0.07748723018897614,0.31625280927331473,Referral,250,1
7,23.726424342919373,158.3440839128012,3,Books,0.2307151954358079,0.4720075301970405,Organic,1139,1
8,37.8745078188112,243.1112762070708,4,Electronics,0.1248146673176277,0.442398807210817,Paid Search,454,1
8,69.56171282092814,36.296592446761935,4,Home & Garden,0.4627660532175203,0.16449274816886367,Paid Search,516,1
5,23.257631235245142,49.96615497880722,2,Electronics,0.5350222473124298,0.29957847277730115,Social Media,376,1
6,55.483174962362185,108.07973824251778,1,Fashion,0.22683279512012466,0.1485546153376611,Paid Search,445,1
14,88.04634859816238,15.025721095663418,5,Fashion,0.22215338823161176,0.14772884576493908,Paid Search,411,0
12,45.428719613806706,118.66925652129818,1,Home & Garden,0.31736484935097853,0.45492644902449436,Organic,1273,0
5,57.954214398670814,53.77754336172063,6,Sports,0.40146742300884963,0.36349849124206324,Paid Search,1744,0
